,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
34,002892,科力尔,1.02,13.33,3.7,31.59,0.96,6751.32,13.1,,07-31
35,002891,中宠股份,0.9,21.62,4.32,23.42,0.89,6727.5,20.81,,07-31
36,300689,澄天伟业,0.83,53.7,5.26,17.52,1.28,4257.77,54.65,,07-27
37,300688,创业黑马,0.79,618.18,3.46,26.18,0.84,4053.8,660.68,,07-27
38,300690,双一科技,2.07,5.08,7.52,30.97,2.0,10770.27,5.24,,07-26
39,603602,纵横通信,0.9,11.11,5.29,18.32,1.96,5370.69,10.67,,07-25
40,300691,联合光电,1.17,58.11,6.06,21.38,0.61,7510.4,68.7,,07-25
41,603978,深圳新星,2.21,61.31,11.05,22.27,1.41,13279.35,61.45,,07-24
42,603359,东珠景观,1.09,17.2,7.15,16.42,1.44,18523.34,22.48,,07-24
43,603721,中广天择,0.53,3.92,4.44,12.8,-0.05,4005.26,5.14,,07-24
44,300687,赛意信息,1.37,90.28,4.43,36.47,0.78,8199.95,90.27,,07-21
45,002890,弘宇股份,0.76,-36.67,5.83,13.36,0.77,3777.33,-37.04,,07-20
46,603458,勘设股份,1.72,49.57,8.71,21.43,3.32,16058.92,50.6,,07-20
47,300685,艾德生物,1.12,220.0,5.13,24.43,0.54,6703.39,217.92,,07-20
48,603860,中公高科,1.08,14.89,5.79,19.54,1.1,5392.97,14.5,,07-19
49,300683,海特生物,2.03,86.24,8.99,23.62,1.86,15705.34,88.43,,07-19
50,603535,嘉诚国际,0.92,43.75,6.5,15.31,0.65,10393.2,44.02,,07-19
51,603880,南卫股份,0.69,1.47,3.37,21.06,1.32,5198.04,1.44,,07-18
52,300686,智动力,0.63,23.53,3.56,19.22,1.64,5890.56,23.69,,07-17
53,603725,天安新材,0.65,35.42,3.75,19.0,0.35,7188.33,36.06,,07-14
54,603825,华扬联众,0.86,32.31,5.32,15.45,-1.46,10267.35,31.76,,07-13
55,603357,设计总院,0.8,37.93,3.25,28.26,0.76,19576.35,39.66,,07-12
56,300682,朗新科技,0.34,70.0,2.25,15.4,0.15,12208.7,70.24,,07-12
57,300681,英搏尔,1.15,-31.95,4.71,27.91,0.52,6537.52,-29.16,,07-12
58,603233,大参林,1.19,-3.25,3.66,37.96,1.38,43018.87,8.79,,07-11
59,300680,隆盛科技,0.64,18.52,3.94,16.82,0.96,3251.39,17.32,,07-11
60,300679,电连技术,3.98,56.08,11.19,41.63,3.11,35862.03,58.72,,07-11
61,002889,东方嘉盛,0.87,8.75,7.44,12.49,-3.04,9056.9,10.68,,07-10
62,603063,禾望电气,0.73,-20.65,3.87,20.41,0.48,26211.34,-21.17,,07-10
63,601326,秦港股份,0.07,-74.07,,3.14,0.3,36502.91,-72.85,,07-04
64,300678,中科信息,0.52,-4.47,4.46,12.2,-0.28,3876.1,-4.47,,07-04
65,601619,嘉泽新能,0.08,120.45,1.19,6.85,0.22,13696.87,163.3,,07-03
66,002888,惠威科技,0.59,9.26,3.95,15.67,1.0,3704.46,10.89,,07-03
67,300677,英科医疗,1.18,18.0,6.89,18.8,1.08,8626.25,34.32,,07-03
68,603676,卫信康,0.32,-48.39,1.28,25.01,0.29,11491.58,1.75,,07-03
69,603612,索通发展,0.49,-10.91,7.83,6.46,1.25,8891.5,-10.77,,06-28
70,603707,健友股份,0.71,195.83,3.65,21.37,-0.8,25723.96,193.81,,06-28
71,300676,华大基因,0.92,19.48,9.33,10.38,0.65,33269.09,26.93,,06-27
72,002887,绿茵生态,2.87,46.43,11.97,27.19,2.02,17190.68,46.48,,06-27
73,002884,凌霄泵业,2.58,31.63,10.01,25.66,2.58,15009.18,31.82,,06-27
74,300675,建科院,0.29,35.17,2.61,11.51,0.79,3153.96,35.18,10派0.65,06-26
75,603387,基蛋生物,1.4,32.08,3.46,43.15,1.58,13835.69,31.68,,06-26
76,000511,*ST烯碳,-0.41,-20600.0,,-43.45,,-47425.93,-21015.43,,06-24
77,603595,东尼电子,0.85,13.33,3.36,28.83,0.45,6344.01,12.11,,06-22
78,300672,国科微,0.61,10.91,8.49,7.57,0.11,5110.89,23.15,,06-20
79,603757,大元泵业,1.96,90.29,5.41,43.49,1.92,12288.41,89.79,,06-20
80,603730,岱美股份,1.23,39.77,8.61,33.02,1.85,44451.01,40.11,,06-19
81,603305,旭升股份,0.57,159.09,1.44,48.92,0.69,20361.64,152.94,,06-19
82,603331,百达精工,0.58,56.76,3.72,16.96,1.0,5556.47,55.78,,06-15
83,603933,睿能科技,1.21,92.86,5.01,27.24,0.7,9342.05,92.87,,06-15
84,300670,大烨智能,0.67,-2.24,3.06,24.69,0.48,5439.44,8.47,,06-14
85,300671,富满电子,0.51,41.67,3.54,15.42,0.63,3846.25,38.83,,06-14
86,002885,京泉华,1.0,29.87,5.8,18.77,0.87,6002.28,29.14,,06-13
87,603617,君禾股份,0.74,54.17,3.17,26.27,0.77,5517.11,63.28,,06-12
88,002886,沃特股份,0.94,-16.04,6.06,16.77,0.7,5515.82,-12.77,,06-12
89,603801,志邦股份,1.48,34.3,5.55,30.49,2.48,17779.08,34.3,,06-12
90,300669,沪宁股份,0.69,81.58,3.51,21.83,0.77,4357.35,81.71,,06-09
91,603938,三孚股份,0.72,-2.7,4.8,15.15,0.48,8107.43,-3.08,,06-08
92,603043,广州酒家,0.75,13.64,2.67,30.66,1.06,26671.6,13.67,,06-07
93,002883,中设股份,1.01,68.33,4.18,30.14,-0.23,4051.39,67.92,,06-06
94,300667,必创科技,0.63,31.25,3.17,22.17,0.49,3226.04,33.01,,06-05
95,002882,金龙羽,0.34,23.47,2.25,16.27,0.51,11798.69,23.46,,06-02
96,300668,杰恩设计,1.29,20.56,4.13,37.18,0.51,4082.61,23.36,,06-02
97,603335,迪生力,0.26,30.0,1.82,15.87,0.1,5017.67,32.66,,06-01
98,603380,易德龙,0.68,23.64,1.86,42.53,0.66,8099.63,24.1,,06-01
99,603679,华体科技,0.64,12.95,3.53,19.79,0.51,4806.56,12.94,,05-31
100,002881,美格智能,0.58,45.0,2.85,22.81,0.04,4671.34,46.67,,05-31
101,300665,飞鹿股份,0.64,1.59,4.38,15.84,0.46,3665.42,13.58,,05-25
102,603226,菲林格尔,1.08,4.85,4.9,22.02,1.59,7018.43,4.4,,05-24
103,603980,吉华集团,0.96,-42.79,5.35,19.11,1.33,38227.04,-42.81,,05-24
104,603879,永悦科技,0.44,12.82,2.41,19.49,0.34,4731.39,13.45,,05-23
105,300666,江丰电子,0.33,120.0,1.77,20.96,0.37,5494.08,130.41,,05-23
106,002880,卫光生物,1.89,22.73,6.25,34.3,1.56,15322.7,22.72,,05-22
107,603536,惠发股份,0.47,0.0,4.54,10.81,1.42,4211.95,-1.09,,05-22
108,002879,长缆科技,1.12,5.66,6.95,17.42,1.09,11521.52,5.33,,05-22
109,300661,圣邦股份,1.79,14.69,5.84,34.5,1.73,8069.31,14.69,,05-18
110,002878,元隆雅图,0.89,20.27,4.2,23.28,1.12,5025.07,20.62,,05-17
111,300663,科蓝软件,0.43,19.44,4.4,10.38,-0.09,4277.35,21.24,,05-17
112,300662,科锐国际,0.46,-6.12,2.17,21.83,0.15,6154.89,-6.51,,05-17
113,603496,恒为科技,0.83,20.84,3.63,25.37,0.76,6202.15,20.83,,05-16
114,603200,上海洗霸,1.07,40.03,6.72,17.34,1.5,5926.8,40.03,,05-16
115,002877,智能自控,0.5,6.38,3.52,15.27,0.42,4574.22,7.15,,05-15
116,603286,日盈电子,0.47,4.44,3.75,13.38,0.31,3106.95,4.48,,05-15
117,002876,三利谱,1.21,-10.37,7.5,17.59,-0.03,7281.82,-9.78,,05-12
118,300660,江苏雷利,3.05,74.29,9.26,38.6,2.72,23087.12,74.26,,05-11
119,603042,华脉科技,0.82,76.82,4.51,18.4,1.13,8395.32,76.8,,05-11
120,603326,我乐家居,0.57,21.28,2.53,25.32,1.21,6874.1,21.77,,05-10
121,300658,延江股份,1.19,40.0,3.31,43.0,1.12,8942.01,39.78,,05-09
122,603316,诚邦股份,0.4,90.48,2.79,15.38,0.31,6068.28,92.84,,05-08
123,300659,中孚信息,0.79,-1.25,2.55,35.19,0.32,4835.4,-1.38,,05-08
124,603196,日播时尚,0.42,0.67,2.69,16.49,0.59,7562.46,0.67,,05-08
125,300656,民德电子,1.03,-4.16,3.7,32.32,0.9,4630.94,1.71,,05-05
126,002873,新天药业,1.1,35.85,5.4,22.74,1.19,5706.95,35.85,,05-04
127,300655,晶瑞股份,0.51,19.29,4.39,12.24,0.4,3389.78,19.3,,05-03
128,603855,华荣股份,0.46,-11.54,3.21,14.92,0.73,11321.33,-13.13,,05-03
129,002872,天圣制药,1.41,16.53,11.35,13.26,3.19,22449.7,16.94,,05-02
130,603197,保隆科技,1.51,94.59,6.71,24.25,1.97,13235.35,94.6,,05-02
131,603383,顶点软件,1.12,-17.04,7.47,16.14,1.51,7048.16,-15.97,,05-02
132,300657,弘信电子,0.58,28.89,6.04,10.04,0.77,4536.81,30.03,,05-02
133,600745,闻泰科技,0.08,-126.67,,1.12,,4798.15,-132.76,,04-29
134,002439,启明星辰,0.31,6.9,,12.69,,26517.19,8.62,,04-29
135,000789,万年青,0.37,-7.77,,8.44,,22925.0,-7.79,10派2,04-29
136,600193,创兴资源,-0.3,-300.0,,-39.86,,-12790.88,-298.72,,04-29
137,600587,新华医疗,0.09,-86.96,,1.07,,3463.63,-87.67,10派0.45,04-29
138,300343,联创互联,0.36,20.0,,5.93,,20140.22,553.59,,04-29
139,600322,天房发展,-0.34,-8392.68,,-8.66,,-37676.76,-8482.29,,04-29
140,002070,*ST众和,-0.08,-67.11,,-7.12,,-4829.56,-67.11,,04-29
141,600576,万家文化,0.17,240.0,,6.14,,10876.51,293.94,,04-29
142,600647,同达创业,0.58,18.3,,25.32,,8061.22,18.31,10派1.05,04-29
143,000659,*ST中富,-0.45,800.0,,-75.3,,-57349.47,764.19,,04-29
144,002192,融捷股份,0.02,-66.67,,0.73,,530.54,-40.41,,04-29
145,600379,宝光股份,0.15,31.62,,7.98,,3614.45,31.64,10派0.46,04-29
146,000691,ST亚太,0.0,-88.3,,2.51,,134.63,-88.39,,04-29
147,000788,北大医药,0.02,-50.0,,1.1,,1255.91,-49.82,,04-29
148,000886,海南高速,0.06,-127.95,,2.49,,6341.41,-127.96,,04-29
149,600988,赤峰黄金,0.45,32.35,,13.94,,32125.82,38.93,,04-29
150,600247,ST成城,-0.64,-829.41,,-245.32,,-21447.7,-829.17,,04-29
151,300392,腾信股份,-0.69,-281.58,,-41.96,,-26582.68,-280.6,,04-29
152,600339,中油工程,0.28,-117.04,,4.43,,128753.91,-235.87,,04-29
153,603778,乾景园林,0.4,-74.36,,8.84,,8017.88,-14.09,,04-29
154,002122,天马股份,-0.21,-625.0,,-5.48,,-25216.16,-634.09,,04-29
155,600072,中船科技,-0.08,-270.21,,-1.52,,-4292.95,-291.16,,04-29
156,600500,中化国际,0.03,-86.96,,0.51,,5724.65,-88.09,10派0.9,04-29
157,000835,长城动漫,-0.25,-516.67,1.09,-20.69,,-8063.21,-538.54,,04-29
158,600890,中房股份,-0.07,-462.5,,-13.69,,-4201.88,-446.3,,04-29
159,000506,中润资源,0.01,-59.4,,0.6,,878.93,-59.56,,04-29
160,000957,中通客车,0.99,-37.34,,24.74,,58581.18,46.72,,04-29
161,600645,中源协和,0.1,-81.48,,2.41,,3785.99,-81.83,,04-29
162,000564,供销大集,0.12,54.0,,3.06,,40140.11,845.35,10派0.22,04-29
163,000657,中钨高新,0.02,-102.58,,0.45,,1330.4,-102.58,,04-29
164,600015,华夏银行,1.84,3.95,12.37,15.75,13.09,1967700.0,4.2,10派1.81转2,04-29
165,002416,爱施德,0.19,31.99,,3.88,,18775.19,33.51,10派1.5,04-29
166,603919,金徽酒,0.85,7.59,5.86,16.28,,22186.58,33.81,,04-29
167,002143,印纪传媒,0.66,27.08,,37.72,,73095.49,27.27,10派0.9,04-29
168,600844,*ST丹科,-0.19,386.04,,-13.89,,-16430.53,435.76,,04-29
169,600129,太极集团,2.0,268.05,,76.11,,85331.85,267.84,10派3,04-29
170,600150,中国船舶,-1.89,-4825.0,,-16.03,,-260682.0,-4314.78,,04-29
171,600543,莫高股份,0.06,0.0,,1.85,,2032.86,5.69,,04-29
172,600186,莲花健康,0.06,-112.53,,57.0,,6524.74,-112.83,,04-29
173,000426,兴业矿业,0.06,-373.08,,3.12,,8945.87,-460.08,10派0.2,04-29
174,600297,广汇汽车,0.51,29.37,,12.58,,280290.24,40.97,10派2转3,04-29
175,002180,纳思达,0.06,-88.21,,3.31,,6107.51,-78.29,,04-29
176,300277,海联讯,0.08,30.0,,5.5,,2612.1,240.05,,04-29
177,000158,常山股份,0.28,16.67,,6.27,,34991.45,40.32,10派0.6转3,04-29
178,600568,中珠医疗,0.46,214.01,,6.27,,29417.41,300.72,10派0.5转18,04-29
179,600191,华资实业,0.02,-93.27,,0.44,,993.96,-93.27,10派0.1,04-29
180,000611,天首发展,0.02,-101.44,,2.67,,512.89,-101.44,,04-29
181,000681,视觉中国,0.31,33.28,,9.81,,21465.92,36.24,,04-29
182,000065,北方国际,0.95,15.85,,16.79,,46104.9,110.67,10派0.9,04-29
183,600900,长江电力,0.94,35.29,,16.88,,2078118.26,80.39,,04-29
184,002548,金新农,0.42,27.27,,9.96,,15882.27,53.38,,04-29
185,000410,*ST沈机,-1.83,119.56,,-103.34,,-140332.93,119.95,,04-29
186,002323,雅百特,0.32,-76.88,,33.96,,24090.29,-9.5,,04-29
187,603077,和邦生物,0.09,28.57,,4.29,,31781.08,32.5,,04-29
188,002504,*ST弘高,0.23,-64.62,,23.81,,23976.34,-11.2,,04-29
189,000909,数源科技,0.07,-27.0,,2.86,,2144.3,-23.91,10派0.39,04-29
190,600250,南纺股份,0.07,-141.18,,5.25,,1719.22,-139.44,,04-29
191,603567,珍宝岛,0.6,-58.68,,12.27,,50956.09,-12.94,,04-29
192,002055,得润电子,0.09,-55.84,,2.17,,3867.56,-54.6,,04-29
193,300135,宝利国际,0.03,15.38,,2.33,,2724.11,1.53,,04-29
194,600747,*ST大控,-0.07,16.67,,-4.93,,-9846.45,19.98,,04-29
195,601888,中国国旅,1.85,20.08,,15.26,,180819.05,20.07,,04-29
196,600053,九鼎投资,1.45,119.16,,43.91,,62794.41,119.15,10派4.35,04-29
197,600960,渤海活塞,0.12,192.0,,4.68,,11791.6,428.15,,04-29
198,000932,*ST华菱,-0.35,-64.34,,-15.61,,-105516.68,-64.34,,04-29
199,600686,金龙汽车,-1.18,-221.65,,-20.48,,-71859.05,-234.27,,04-29
200,600388,龙净环保,0.62,19.23,,17.4,,66390.73,18.52,10派1.9,04-29
201,600485,信威集团,0.52,-20.0,,12.75,,152695.92,-19.69,,04-29
202,002514,宝馨科技,-0.15,-188.24,,-8.48,,-8106.86,-273.37,,04-29
203,000155,*ST川化,1.85,-254.17,,-87.19,,86858.33,-253.64,,04-29
204,600985,雷鸣科化,0.34,-22.73,,7.86,,9006.22,-22.51,,04-29
205,600208,新湖中宝,0.66,371.43,,24.37,,583846.08,403.0,,04-29
206,600637,东方明珠,1.12,-27.14,,11.42,,293401.42,0.94,10派3.4,04-29
207,000982,*ST中绒,-0.59,22.38,,-44.42,,-106021.41,21.26,,04-29
208,600654,*ST中安,0.21,-4.55,,9.31,,27410.47,-2.15,,04-29
209,600281,太化股份,0.06,-118.58,,6.16,,3293.2,-118.58,,04-29
210,000686,东北证券,0.58,-56.72,,9.36,,131494.12,-50.0,10派1,04-29
211,600776,东方通信,0.07,-46.04,,3.09,,9162.5,-46.04,10派0.6,04-29
212,600811,东方集团,0.32,-16.24,,4.91,,76227.01,18.66,10转3,04-29
213,600098,广州发展,0.25,-48.64,,4.51,,66896.33,-48.64,10派1,04-29
214,000801,四川九洲,0.19,-56.26,,8.22,,19056.41,-12.02,10派0.2,04-29
215,600847,*ST万里,-0.28,115.38,,-6.21,,-4270.03,115.52,,04-29
216,600854,春兰股份,0.02,8.37,,0.63,,1208.92,8.02,,04-29
217,600177,雅戈尔,1.51,-22.96,,16.68,,368474.73,-15.71,10派5转4,04-29
218,300343,联创互联,0.36,20.0,,5.93,,20140.22,553.59,,04-29
219,600642,申能股份,0.54,15.6,,10.09,,246090.91,15.46,10派2.2,04-29
220,601166,兴业银行,2.77,5.32,17.02,17.28,10.66,5385000.0,7.26,,04-29
221,600661,新南洋,0.71,204.22,,21.01,,18286.57,204.26,,04-29
222,600730,中国高科,0.96,336.36,,33.62,,56350.26,709.67,,04-29
223,002070,*ST众和,-0.08,-67.11,,-7.12,,-4829.56,-67.11,,04-29
224,600746,江苏索普,0.07,-207.24,,5.09,,2178.27,-207.28,10派0.35,04-29
225,600004,白云机场,1.21,11.01,,13.53,,139385.3,11.23,,04-29
226,600781,辅仁药业,0.1,-37.5,,4.88,,1765.67,-36.43,,04-29
227,002439,启明星辰,0.31,6.9,,12.69,,26517.19,8.62,,04-29
228,600423,*ST柳化,-2.04,67.21,,,,-81623.98,68.11,,04-29
229,000789,万年青,0.37,-7.77,,8.44,,22925.0,-7.79,10派2,04-29
230,600236,桂冠电力,0.43,-21.07,,20.07,,259455.11,0.99,10派1.3,04-29
231,000659,*ST中富,-0.45,800.0,,-75.3,,-57349.47,764.19,,04-29
232,600432,*ST吉恩,-1.36,-24.02,,-52.61,,-218598.01,-23.82,,04-29
233,002192,融捷股份,0.02,-66.67,,0.73,,530.54,-40.41,,04-29
234,600881,亚泰集团,0.06,-175.0,,1.31,,15193.23,-180.14,,04-29
235,600653,申华控股,0.04,15.84,,2.99,,6660.28,25.7,,04-29
236,600690,青岛海尔,0.83,17.16,,20.41,,503665.22,17.11,10派2.48,04-29
237,000886,海南高速,0.06,-127.95,,2.49,,6341.41,-127.96,,04-29
238,600193,创兴资源,-0.3,-300.0,,-39.86,,-12790.88,-298.72,,04-29
239,600587,新华医疗,0.09,-86.96,,1.07,,3463.63,-87.67,10派0.45,04-29
240,300392,腾信股份,-0.69,-281.58,,-41.96,,-26582.68,-280.6,,04-29
241,600322,天房发展,-0.34,-8392.68,,-8.66,,-37676.76,-8482.29,,04-29
242,603778,乾景园林,0.4,-74.36,,8.84,,8017.88,-14.09,,04-29
243,600745,闻泰科技,0.08,-126.67,,1.12,,4798.15,-132.76,,04-29
244,000691,ST亚太,0.0,-88.3,,2.51,,134.63,-88.39,,04-29
245,000788,北大医药,0.02,-50.0,,1.1,,1255.91,-49.82,,04-29
246,000835,长城动漫,-0.25,-516.67,1.09,-20.69,,-8063.21,-538.54,,04-29
247,600576,万家文化,0.17,240.0,,6.14,,10876.51,293.94,,04-29
248,000506,中润资源,0.01,-59.4,,0.6,,878.93,-59.56,,04-29
249,000957,中通客车,0.99,-37.34,,24.74,,58581.18,46.72,,04-29
250,600647,同达创业,0.58,18.3,,25.32,,8061.22,18.31,10派1.05,04-29
251,000564,供销大集,0.12,54.0,,3.06,,40140.11,845.35,10派0.22,04-29
252,000657,中钨高新,0.02,-102.58,,0.45,,1330.4,-102.58,,04-29
253,002122,天马股份,-0.21,-625.0,,-5.48,,-25216.16,-634.09,,04-29
254,000848,承德露露,0.46,-25.81,,24.83,,45036.71,-2.78,10派4,04-28
255,002529,海源机械,-0.16,-1260.71,,-2.87,,-3817.72,-1460.48,,04-28
256,002545,东方铁塔,0.16,102.71,,4.08,,13649.5,125.74,,04-28
257,002304,洋河股份,3.87,8.71,,24.01,,582716.89,8.61,,04-28
258,603616,韩建河山,0.04,-72.56,,1.56,,1311.65,-37.25,,04-28
259,002095,生意宝,0.05,-28.57,,2.18,,1261.92,-30.28,,04-28
260,600792,云煤能源,0.05,-107.14,,1.65,,4854.26,-106.97,,04-28
261,600809,山西汾酒,0.7,16.23,,13.24,,60512.6,16.24,10派5.5,04-28
262,002810,山东赫达,0.61,-11.59,,9.98,,4818.44,-2.23,,04-28
263,603166,福达股份,0.17,41.67,,4.93,,10113.34,101.13,,04-28
264,600157,永泰能源,0.06,-3.6,,3.03,,66903.67,10.95,10派0.11,04-28
265,600586,金晶科技,0.03,35.71,,0.95,,3782.56,35.42,,04-28
266,002261,拓维信息,0.19,-60.42,,5.78,,21152.86,0.99,10派0.2,04-28
267,601008,连云港,0.01,-80.0,,0.27,,851.01,-84.05,10派0.1,04-28
268,002325,洪涛股份,0.11,-69.44,,3.93,,13080.58,-63.41,,04-28
269,600712,南宁百货,-0.06,-220.0,,-3.16,,-3427.64,-223.84,,04-28
270,600728,佳都科技,0.07,-79.08,,4.36,,10793.38,-36.64,,04-28
271,002068,黑猫股份,0.16,433.33,,4.68,,9413.41,455.8,10派0.5,04-28
272,600361,华联综超,-0.39,-587.5,,-9.21,,-26043.74,-590.19,,04-28
273,002712,思美传媒,0.51,-50.49,,11.03,,14155.41,60.25,,04-28
274,002746,仙坛股份,1.49,893.33,,18.63,,24551.6,988.41,,04-28
275,600779,水井坊,0.46,155.47,,16.29,,22479.19,155.52,10派4.6,04-28
276,600797,浙大网新,0.27,8.0,,10.98,,24522.58,15.17,10派0.3,04-28
277,600815,*ST厦工,-2.8,169.23,,-155.45,,-268988.29,169.05,,04-28
278,000030,富奥股份,0.52,33.33,,13.73,,67671.17,34.48,10派2,04-28
279,002539,云图控股,0.14,-39.13,,4.76,,14272.14,-28.85,,04-28
280,600977,中国电影,0.59,-4.84,,13.87,,91745.42,5.66,,04-28
281,600592,龙溪股份,0.15,17.94,,3.07,,6174.45,17.93,10派1,04-28
282,600996,贵广网络,0.53,6.4,,23.82,,44294.57,6.63,,04-28
283,000505,珠江控股,0.17,-168.0,,,,7330.06,-168.14,,04-28
284,000995,皇台酒业,-0.71,-7200.0,,-150.45,,-12667.75,-9524.4,,04-28
285,000587,金洲慈航,0.98,113.04,,12.83,,103729.0,248.52,10派1.5转10,04-28
286,601369,陕鼓动力,0.15,-31.82,,3.94,,23957.91,-33.18,,04-28
287,600107,美尔雅,0.01,32.0,,0.9,,474.31,37.93,,04-28
288,000018,神州长城,0.28,-81.33,,31.18,,47366.19,36.64,10派0.6,04-28
289,000036,华联控股,1.18,1812.48,,49.66,,134854.24,1845.78,10派3,04-28
290,600982,宁波热电,0.11,-8.77,,3.46,,8398.93,-8.73,10派0.35,04-28
291,300653,正海生物,0.76,7.04,3.8,22.49,0.82,4547.01,7.01,,04-28
292,601001,大同煤业,0.11,-110.19,,3.74,,18571.19,-110.31,,04-28
293,601028,玉龙股份,-0.82,-582.35,,-28.02,,-64034.97,-591.71,,04-28
294,002303,美盈森,0.15,0.06,,8.26,,22339.71,1.32,,04-28
295,600354,敦煌种业,-0.48,-1092.37,,-24.88,,-25403.86,-1236.88,,04-28
296,000663,永安林业,0.36,80.0,,5.92,,12291.03,173.83,,04-28
297,002399,海普瑞,0.32,-56.33,,4.84,,39689.17,-31.54,,04-28
298,002094,青岛金王,0.53,89.29,,14.41,,18533.78,104.63,,04-28
299,002447,壹桥股份,0.31,19.23,,11.78,,29567.89,18.93,,04-28
300,600145,*ST新亿,-0.0,-101.25,,-0.53,,-318.2,-105.15,,04-28
301,600891,秋林集团,0.33,-21.43,,7.26,,20541.29,-12.04,10派0.6,04-28
302,002219,恒康医疗,0.21,15.37,,10.29,,40363.15,24.72,,04-28
303,600199,金种子酒,0.03,-66.67,,0.76,,1701.93,-67.32,,04-28
304,600997,开滦股份,0.35,-202.94,,6.36,,43170.17,-203.55,10派1,04-28
305,300332,天壕环境,0.08,-80.49,,2.57,,5837.26,-58.44,,04-28
306,002621,三垒股份,0.04,-84.0,,0.89,,1004.75,-81.81,,04-28
307,002027,分众传媒,0.52,-93.11,,70.73,,445121.17,31.34,10派4.08转4,04-28
308,002364,中恒电气,0.29,7.41,,9.96,,15828.18,10.32,,04-28
309,002701,奥瑞金,0.49,-52.88,,24.55,,115358.13,13.43,,04-28
310,000679,大连友谊,0.38,-171.49,,10.08,,13373.0,-171.49,10派1,04-28
311,002753,永东股份,0.54,-9.96,,8.85,,7920.9,50.79,,04-28
312,600792,云煤能源,0.05,-107.14,,1.65,,4854.26,-106.97,,04-28
313,600809,山西汾酒,0.7,16.23,,13.24,,60512.6,16.24,10派5.5,04-28
314,002016,世荣兆业,0.12,41.62,,5.37,,9363.08,46.57,10派3.8,04-28
315,000596,古井贡酒,1.65,16.2,,15.88,,82963.01,15.94,10派6,04-28
316,002112,三变科技,0.03,-40.0,,1.06,,525.6,-45.6,,04-28
317,600797,浙大网新,0.27,8.0,,10.98,,24522.58,15.17,10派0.3,04-28
318,600815,*ST厦工,-2.8,169.23,,-155.45,,-268988.29,169.05,,04-28
319,002165,红宝丽,0.22,15.79,,9.65,,12678.52,23.57,,04-28
